ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
640,INT,Geography,12,"Boldpoint - the human settlement that is settled closest to the Wastes, up in Tol's Pass.",,"Boldpoint - colonie humaine installée le plus près des Désolations, dans le col de Tol."
641,INT,Geography,16,"Rylven - the second to last port city up Torna, and final stop on the journey to Boldpoint, in Tol's Pass.",,"Rylven - avant-dernière ville portuaire en remontant la Torna, et dernière étape du voyage vers Boldpoint, dans le col de Tol."
642,INT,"Geography, Esoterics",14,Forge of the Furies - an esoteric pocket containing a sliver of the elemental plane of fire. Said to be the home of the phoenix which passes over the city during Phoenix Watch.,,Forge des Furies - poche ésotérique contenant un éclat du plan élémentaire du feu. On dit que c'est la demeure du phénix qui survole la ville pendant la Veillée du Phénix.
643,DEX,"Geography, Politics",8,"Free Cities - a collection of city states in Reeds, all united under the golden banner of Freestriderism. Norvik will join them, one way or another.",,"Cités libres - ensemble de cités-États des Reeds, toutes unies sous la bannière dorée du Libre-Marchisme. Norvik les rejoindra, d'une manière ou d'une autre."
644,INT,History,19,"Primordaex - the first son of Esuth, one among a dozen of great red dragons who all fell before their father did. This name, despite his importance during his lifetime, is but a footnote in draconic lore.",,"Primordaex - premier fils d'Esuth, l'un d'une douzaine de grands dragons rouges qui tombèrent tous avant leur père. Ce nom, malgré son importance de son vivant, n'est plus qu'une note de bas de page dans le savoir draconique."
645,INT,"History, Politics",13,"Positivism - the ideology of scientific truth, that all things, magical or otherwise, can be explained and rationalized. This style of thought was born during the early days of the Arcane Era, to counteract the barbarism of Numenism.",,"Positivisme - idéologie de la vérité scientifique, selon laquelle toutes choses, magiques ou non, peuvent être expliquées et rationalisées. Ce courant de pensée naquit aux débuts de l'Ère arcanique pour contrer la barbarie du numénisme."
646,INT,Geography,14,"Alegria - a city found deep within western Hae'Xi. Known for its rare breed of predatory felines which spread across Vourgeni, as well as a highly complex governmental system. They are also ruled by a lich.",,"Alegria - cité située au profond de l'ouest de Hae'Xi. Connue pour sa rare race de félins prédateurs répandus à travers Vourgeni, ainsi que pour son système gouvernemental très complexe. Elle est aussi dirigée par une liche."
647,INT,Esoterics,6,Glossary Entry - you always memorize important terms in this way. It comes naturally.,,Entrée de glossaire - tu mémorises toujours les termes importants de cette manière. Ça te vient naturellement.
648,INT,Esoterics,16,"Phlogiston - the substance found naturally in the Beyond. Due to the nature of its existence, it is difficult to investigate. However, scarce Arcanist records suggests it is a type of chemical glue holding realms together, or acting a bridge between those realms.",,"Phlogiston - substance naturellement présente dans l'Au-Delà. À cause de la nature de son existence, elle est difficile à étudier. Toutefois, les rares archives arcanistes suggèrent qu'il s'agit d'une sorte de colle chimique tenant les royaumes ensemble, ou faisant pont entre eux."
649,INT,Esoterics,15,Feng Shui - <i>geomancy</i>. A type of esoteric mysticism from Divinii Torum. You never got into it.,,Feng Shui - <i>géomancie</i>. Type de mysticisme ésotérique de Divinii Torum. Tu ne t'y es jamais intéressé.
650,CON,Language,10,Fôrtvivlad - COMPLETE and UTTER despair - of flesh and bone.,,"Fortvivlad - désespoir COMPLET et ABSOLU, de chair et d'os."
651,WIS,Esoterics,16,"Geomancy - divination-based mysticism, based on the molding and shaping of the earth. Mostly used in reference to Divinii Torum religions these days, rather than any type of elemental evocation.",,"Géomancie - mysticisme fondé sur la divination, basé sur le modelage et la mise en forme de la terre. De nos jours, le terme sert surtout à parler des religions de Divinii Torum, plutôt que d'une quelconque évocation élémentaire."
652,CHA,City,17,Goblon - he's really not that big of a deal.,,Goblon - il n'a vraiment pas tant d'importance.
653,CHA,Literature,8,"Tallasan Ezen - a Kargameshian novel about the birth of the Borderlands Country. It's one of those books you learn to appreciate as you get older. But yes, the narrator is a bit whiny.",,"Tallasan Ezen - roman kargameshien sur la naissance du Pays des Frontières. C'est un de ces livres qu'on apprend à apprécier en vieillissant. Mais oui, le narrateur est un peu geignard."
654,INT,History,13,Leviathan - a term for the mythological chaotic sea serpent roaming Jor's Ocean. The name originates from human cults that worshipped it during the Divine Era.,,Léviathan - terme désignant le mythologique serpent de mer chaotique qui rôde dans l'Océan de Jor. Le nom vient de cultes humains qui le vénéraient pendant l'Ère divine.
655,INT,Language,18,"Elüüsiumist - not quite Illymian elvish. This is of an older tongue, most likely an elven tribe of Divinii Torum or Vourgeni. It translates into something akin to, <i>From Elysium</i>.",,"Eluusiumist - pas tout à fait de l'elfique illymien. C'est une langue plus ancienne, probablement celle d'une tribu elfique de Divinii Torum ou de Vourgeni. Cela se traduit par quelque chose comme <i>Depuis l'Élysium</i>."
656,INT,Literature,10,Kontraband Kontradans - a collection of celestial poems translated into dwarven. You remember reading this a long time ago.,,Kontraband Kontradans - recueil de poèmes célestes traduits en nain. Tu te souviens l'avoir lu il y a longtemps.
657,INT,City,5,Darrowian Library - the largest public library in Norvik. You spent many years in your youth inside those stony walls.,,Bibliothèque Darrowienne - plus grande bibliothèque publique de Norvik. Tu as passé bien des années de ta jeunesse entre ses murs de pierre.
658,CHA,Skills,12,Golf - a popular Vourgenian sport. You've never played.,,Golf - sport populaire vourgenien. Tu n'y as jamais joué.
659,CON,"Religion, History",16,Bellam - the OLD name for the the GREAT SERPENT.,,Bellam - l'ANCIEN nom du GRAND SERPENT.
660,DEX,Geography,10,Diminor - anyone who uses this term for anything modern is either an anti-Freestrider or lives under a rock.,,"Diminor - quiconque utilise ce terme pour quelque chose de moderne est soit anti-libre-marcheur, soit complètement à côté de la plaque."
661,DEX,Geography,13,"Reeds - the leftovers. The center of the Coast War, which ripped the entire band apart. Today, it's a shining beacon of everything modern and pretty and new and so on.",,"Reeds - les restes. Le centre de la Guerre de la Côte, qui déchira toute la bande. Aujourd'hui, c'est un phare brillant de tout ce qui est moderne, joli, neuf, et ainsi de suite."
662,INT,"Religion, Esoterics",12,"Outer God - the term used to describe the actual gods, those who invaded The Coast during the Gate War. They hold no dominion on Jor's Realm since the gates closed, but the most common consensus among scholars is: all walking gods are simply avatars of these real, outer ones.",,"Dieu extérieur - terme utilisé pour décrire les vrais dieux, ceux qui envahirent la Côte pendant la Guerre des Portails. Ils n'ont plus aucun domaine sur le Royaume de Jor depuis la fermeture des portails, mais le consensus le plus courant parmi les savants est que tous les dieux marchants ne sont que des avatars de ces véritables dieux extérieurs."
663,STR,"Nature, Esoterics",8,"Troll - a monster native to Askan. They exist in broad categories, from small and mostly harmless green trolls to mutated volatile curse trolls. They vary in intelligence, strength, and organizational abilities, but they are a core enemy of the Urthfolk. It was Urth who destroyed their rising kingdom during the late Arcane Era.",,"Troll - monstre natif d'Askan. Ils existent en grandes catégories, des petits trolls verts presque inoffensifs aux trolls maudits mutés et instables. Leur intelligence, leur force et leurs capacités d'organisation varient, mais ils sont un ennemi fondamental des Urthfolk. C'est Urth qui détruisit leur royaume naissant à la fin de l'Ère arcanique."
664,INT,History,12,"Frost Troll - a tribe of trolls who rose to prominence during the late Arcane Era. Some of the most infamous trolls during the Conquest were of this type: Gourgalash for one, as well as the hold-out, Orgroh.",,"Troll de givre - tribu de trolls qui prit de l'importance à la fin de l'Ère arcanique. Certains des trolls les plus tristement célèbres de la Conquête étaient de ce type : Gourgalash, par exemple, ainsi que le dernier résistant, Orgroh."
665,INT,"Nature, Esoterics",9,"Green Troll - standing only slightly taller than the average human, these trolls live among the moss and stone of Askanii woods. They are hunter-gatherers, and seldom organize into anything resembling civilization. Though they mostly avoid humans since the Conquest, they are known to both attack travelers and raid settlements near their territory.",,"Troll vert - dépassant à peine l'humain moyen, ces trolls vivent parmi la mousse et la pierre des bois d'Askanii. Ce sont des chasseurs-cueilleurs, qui s'organisent rarement en quelque chose ressemblant à une civilisation. Même s'ils évitent surtout les humains depuis la Conquête, ils sont connus pour attaquer les voyageurs et piller les colonies proches de leur territoire."
