ID,ResponseAS,Tags,DC,ENGLISH,GERMAN,FRENCH
586,DEX,Geography,12,"Swoznia - plus grande ville portuaire de Divinii Torum. Elle commerce énormément avec Norvik, du moins ces dernières années. Tu as entendu dire que toute cette foutue ville avait été construite en quelques mois. La Horde dorée est vraiment folle.",,"Swoznia - plus grande ville portuaire de Divinii Torum. Elle commerce énormément avec Norvik, du moins ces dernières années. Tu as entendu dire que toute cette foutue ville avait été construite en quelques mois. La Horde dorée est vraiment folle."
587,INT,Geography,14,"Ikh Nuuriin Gazar - plus grand port commercial de Kargamesh. Connu pour sa grande culture navale et sa symbiose avec les Grandes Tortues locales, utilisées comme navires.",,"Ikh Nuuriin Gazar - plus grand port commercial de Kargamesh. Connu pour sa grande culture navale et sa symbiose avec les Grandes Tortues locales, utilisées comme navires."
588,DEX,History,9,"Arganoff - chef du tristement célèbre escadron de la mort weckish et fondateur du régime proto-fasciste post-arcaniste de Savalni. Un homme synonyme de tueries de masse, de tyrannie et de méchanceté générale. Il fut traduit en justice par un tribunal libre-marcheur.",,"Arganoff - chef du tristement célèbre escadron de la mort weckish et fondateur du régime proto-fasciste post-arcaniste de Savalni. Un homme synonyme de tueries de masse, de tyrannie et de méchanceté générale. Il fut traduit en justice par un tribunal libre-marcheur."
589,CHA,Language,12,FR - Fonds de Revivification.,,FR - Fonds de Revivification.
590,INT,City,10,"Fonds de Revivification - type d'assurance-vie. Des paiements mensuels sont versés sur un compte pouvant servir à payer la résurrection du titulaire tombé, à condition qu'il ait moins de 75 ans, échelle humaine.",,"Fonds de Revivification - type d'assurance-vie. Des paiements mensuels sont versés sur un compte pouvant servir à payer la résurrection du titulaire tombé, à condition qu'il ait moins de 75 ans, échelle humaine."
591,DEX,"Politics, Skills",12,"Main invisible - terme inventé par Eirik Smed, savant éminent de l'Ère arcanique originaire de Vourgeni. Il désigne en gros les forces de l'intérêt personnel et de la concurrence qui, lorsqu'elles opèrent dans un marché libre, guident involontairement les actions individuelles vers des résultats bénéfiques à la société dans son ensemble. De la bonne came.",,"Main invisible - terme inventé par Eirik Smed, savant éminent de l'Ère arcanique originaire de Vourgeni. Il désigne en gros les forces de l'intérêt personnel et de la concurrence qui, lorsqu'elles opèrent dans un marché libre, guident involontairement les actions individuelles vers des résultats bénéfiques à la société dans son ensemble. De la bonne came."
592,INT,"Politics, City",8,News in Norvik - deuxième plus grand journal de la ville. Aligné libre-marcheur. Tristement célèbre pour ses potins et son journalisme bas de gamme.,,News in Norvik - deuxième plus grand journal de la ville. Aligné libre-marcheur. Tristement célèbre pour ses potins et son journalisme bas de gamme.
593,INT,"Politics, City",8,Norvikian Post - plus grand journal de la ville. Fondé il y a plus de cinquante ans. Aligné nationaliste. Quiconque ou quoi que ce soit d'important à Norvik finira dans le Post.,,Norvikian Post - plus grand journal de la ville. Fondé il y a plus de cinquante ans. Aligné nationaliste. Quiconque ou quoi que ce soit d'important à Norvik finira dans le Post.
594,CHA,"City, Language",14,Postie - surnom de quelqu'un qui lit le Norvikian Post.,,Postie - surnom de quelqu'un qui lit le Norvikian Post.
595,CHA,"City, Geography",11,"Rue de la Scène - l'une des rues principales du Logement. Pleine de théâtres, avec des spectacles presque tous les soirs de la semaine.",,"Rue de la Scène - l'une des rues principales du Logement. Pleine de théâtres, avec des spectacles presque tous les soirs de la semaine."
596,INT,City,10,"Norvik - cité centrale d'Askanii et dernier bastion de l'humanité. Elle fut fondée à la fin de la Reconquête en 468 EA, il y a exactement soixante-dix ans.",,"Norvik - cité centrale d'Askanii et dernier bastion de l'humanité. Elle fut fondée à la fin de la Reconquête en 468 EA, il y a exactement soixante-dix ans."
597,WIS,"City, Nature",10,"Bulette - prédateur requin terrestre. Elles creusent l'air à une vitesse intense. On sait qu'elles envahissent parfois les rues norvikiennes, faisant de nombreuses victimes au passage.",,"Bulette - prédateur requin terrestre. Elles creusent l'air à une vitesse intense. On sait qu'elles envahissent parfois les rues norvikiennes, faisant de nombreuses victimes au passage."
598,WIS,"City, Literature",13,Seigneur Fikki et Bony Tim - magazine pour enfants d'il y a deux décennies. Il fut interdit après un scandale impliquant des pots-de-vin de la communauté anti-Purge des os.,,Seigneur Fikki et Bony Tim - magazine pour enfants d'il y a deux décennies. Il fut interdit après un scandale impliquant des pots-de-vin de la communauté anti-Purge des os.
599,WIS,"City, History",8,"La Conquête - manière correcte de désigner l'événement historique pendant lequel les humains fondèrent Norvik. La plupart des humains, toutefois, l'appellent « la Reconquête ».",,"La Conquête - manière correcte de désigner l'événement historique pendant lequel les humains fondèrent Norvik. La plupart des humains, toutefois, l'appellent « la Reconquête »."
600,INT,History,10,"Roykfall - légendaire famille naine qui régna avant et après la FPA. Aujourd'hui, leur dirigeant Ketel Roykfallson occupe le Trôneforge et a réussi d'une manière ou d'une autre à maintenir intacte l'Union fédérée des Salles.",,"Roykfall - légendaire famille naine qui régna avant et après la FPA. Aujourd'hui, leur dirigeant Ketel Roykfallson occupe le Trôneforge et a réussi d'une manière ou d'une autre à maintenir intacte l'Union fédérée des Salles."
601,INT,History,14,Union des Salles - fédération de plusieurs royaumes de la Sous-Côte sous l'Empire Roykfall.,,Union des Salles - fédération de plusieurs royaumes de la Sous-Côte sous l'Empire Roykfall.
602,INT,History,12,"Empire Roykfall - plus grand empire nain de la Sous-Côte. Il existe depuis mille ans, sous diverses formes, et a même survécu à la révolution azgaliste de courte durée. Aujourd'hui, il est lentement déchiré par les tentatives de moderniser, constitutionnaliser et fédéraliser ses possessions.",,"Empire Roykfall - plus grand empire nain de la Sous-Côte. Il existe depuis mille ans, sous diverses formes, et a même survécu à la révolution azgaliste de courte durée. Aujourd'hui, il est lentement déchiré par les tentatives de moderniser, constitutionnaliser et fédéraliser ses possessions."
603,WIS,Politics,13,"Socialisme - forme plus douce de l'azgalisme. Là où Azgal imaginait une société sans État et sans classes, avec une équité complète pour tous, le socialisme est une vision de propriété communale. En pratique, cela signifie une économie mixte, où l'État agit au nom du peuple et sert de médiateur entre l'initiative privée et les besoins collectifs.",,"Socialisme - forme plus douce de l'azgalisme. Là où Azgal imaginait une société sans État et sans classes, avec une équité complète pour tous, le socialisme est une vision de propriété communale. En pratique, cela signifie une économie mixte, où l'État agit au nom du peuple et sert de médiateur entre l'initiative privée et les besoins collectifs."
604,WIS,Politics,13,"Socialisme démocratique - forme encore plus douce du socialisme, avec un État choisi par le peuple qui contrôle, ou au moins régule, les moyens de production selon les besoins de son peuple.",,"Socialisme démocratique - forme encore plus douce du socialisme, avec un État choisi par le peuple qui contrôle, ou au moins régule, les moyens de production selon les besoins de son peuple."
605,INT,History,14,"Umbrameexus - le Très-Sage. Le dragon noir du Vieux Diminor, connu pour avoir possédé le plus vaste dragondom à son apogée. Sa capitale était la cité souterraine de Silverslove, construite sous les marais centraux de la bande. Sa force reposait sur la puissance ésotérique, et on disait qu'il portait cent magiciens humains sur son dos lorsqu'il partait en guerre.",,"Umbrameexus - le Très-Sage. Le dragon noir du Vieux Diminor, connu pour avoir possédé le plus vaste dragondom à son apogée. Sa capitale était la cité souterraine de Silverslove, construite sous les marais centraux de la bande. Sa force reposait sur la puissance ésotérique, et on disait qu'il portait cent magiciens humains sur son dos lorsqu'il partait en guerre."
606,INT,History,16,"Fulgentior - le Tonnerre Bleu. L'un des rares dragons à avoir travaillé avec les géants de Vourgeni, bâtissant un culte parmi ses collines. Il était connu pour se changer en éclair vivant en temps de guerre.",,"Fulgentior - le Tonnerre Bleu. L'un des rares dragons à avoir travaillé avec les géants de Vourgeni, bâtissant un culte parmi ses collines. Il était connu pour se changer en éclair vivant en temps de guerre."
607,INT,Geography,14,"Silverslove - antique cité en ruine cachée sous les marais du centre des Reeds. Elle fut abandonnée vers la fin de la Guerre civile draconique, et très peu ont réussi à y entrer ; encore moins sont revenus de ses salles piégées et maudites.",,"Silverslove - antique cité en ruine cachée sous les marais du centre des Reeds. Elle fut abandonnée vers la fin de la Guerre civile draconique, et très peu ont réussi à y entrer ; encore moins sont revenus de ses salles piégées et maudites."
608,INT,Geography,16,"Laghbettistan - deuxième plus grande colonie de Fell Tire. Vaste réseau d'architecture ésotérique mouvante façonnée par les sorciers orcs et ogres. Parfois appelée « la Cité coulante » pour ses rues lisses et ses tours courbées. Ce fut le premier lieu d'arrivée des orcs lorsqu'ils arrivèrent sur Jor, si tu crois les légendes.",,"Laghbettistan - deuxième plus grande colonie de Fell Tire. Vaste réseau d'architecture ésotérique mouvante façonnée par les sorciers orcs et ogres. Parfois appelée « la Cité coulante » pour ses rues lisses et ses tours courbées. Ce fut le premier lieu d'arrivée des orcs lorsqu'ils arrivèrent sur Jor, si tu crois les légendes."
609,INT,Language,8,Makt - mot nain signifiant approximativement « pouvoir » ou « contrôle ».,,Makt - mot nain signifiant approximativement « pouvoir » ou « contrôle ».
610,CHA,"City, Language",9,GD - Guilde de dératisation.,,GD - Guilde de dératisation.
611,INT,Nature,8,"Gullbear - monstruosité à plumes mais terrestre, native d'Askanii. Vit sur la Côte et est célèbre pour ses nombreuses attaques contre les voyageurs des routes norvikiennes.",,"Gullbear - monstruosité à plumes mais terrestre, native d'Askanii. Vit sur la Côte et est célèbre pour ses nombreuses attaques contre les voyageurs des routes norvikiennes."
612,INT,Geography,9,"Crête d'Upperhollow - demi-montagne souterraine surgissant près du Retournement gravitationnel, juste sous Norvik. C'est la zone qui relie des parties de la Cité d'En Bas à la Sous-Côte plus profonde.",,"Crête d'Upperhollow - demi-montagne souterraine surgissant près du Retournement gravitationnel, juste sous Norvik. C'est la zone qui relie des parties de la Cité d'En Bas à la Sous-Côte plus profonde."
613,WIS,Geography,7,Trollskogen - petite forêt située à l'ouest de Norvik. Elle est tristement célèbre parce qu'un petit clan de trolls verts vit encore à l'intérieur de ses frontières.,,Trollskogen - petite forêt située à l'ouest de Norvik. Elle est tristement célèbre parce qu'un petit clan de trolls verts vit encore à l'intérieur de ses frontières.
614,CHA,"City, Geography",8,"Allée des Figues - rue du secteur de Low Valley dans le Logement. Elle compte une demi-douzaine de salles de danse, et c'est à peu près la rue de fête numéro un de Norvik, du moins si tu es pauvre. Il y a de meilleurs endroits si tu as un vrai statut.",,"Allée des Figues - rue du secteur de Low Valley dans le Logement. Elle compte une demi-douzaine de salles de danse, et c'est à peu près la rue de fête numéro un de Norvik, du moins si tu es pauvre. Il y a de meilleurs endroits si tu as un vrai statut."
